entity_from,relationship_type,relationship_sub_type,entity_to
Titan Health Pte Ltd,Ownership,Major,Victory Ventures Corp (BVI)
Pinnacle Group Ltd,Ownership,Controlling,Delta Logistics BV
Vertex Infra Pt,Shareholder,Major,Sigma Finance LLC (SG)
Apex Finance Pt,Subsidiary,60% Owned,Global Investments PLC
Horizon Infra GmbH,Director,CFO,Alpha Investments Enterprises (KY)
Nova Logistics Co.,Subsidiary,60% Owned,Vantage Properties Berhad
Fusion Resources Corp,Ownership,Minor,Horizon Systems Pte Ltd (SG)
Prime Tech Inc,Investor,Venture Capital,Zenith Properties Limited
Stellar Systems Co.,Ownership,Controlling,Titan Group Co.
Beta Digital GmbH,Subsidiary,90% Owned,Apex Holdings Limited
Asia Group Limited,Subsidiary,100% Owned,Global Partners BV
Global Tech Pte Ltd,Director,CEO,Zenith Manufacturing Enterprises
Vertex Capital Pt,Ownership,Controlling,Gamma Solutions SARL
Catalyst Media Pt,Ownership,Significant,Beta Investments SARL
Gamma Partners Corp,Ownership,Minor,Nova Group Corp
Alpha Energy SARL,Ownership,Indirect,Vertex Energy International
Atlas Assets Inc,Ownership,Major,Quantum Ventures SARL (MY)
Orion Holdings Corp,Ownership,Significant,Nova Systems Co. (BVI)
Crest Solutions International,Ownership,Minor,Omega Holdings Pt
Summit Systems Sdn Bhd,Subsidiary,85% Owned,Orion Systems Corp
Ms. Chen,Director,CTO,Zenith Media SARL
Quantum Infra GmbH,Director,CTO,Pinnacle Logistics Enterprises
Global Digital Inc,Ownership,Significant,Stellar Group Inc
Orion Logistics Co.,Ownership,Significant,Catalyst Systems International
Elite Group Pte Ltd,Ownership,Indirect,Fusion Media Berhad
Quantum Properties Enterprises,Ownership,Controlling,Pinnacle Systems PLC
Synergy Partners Co.,Subsidiary,85% Owned,Elite Health Berhad (TH)
Pacific Partners Pte Ltd,Subsidiary,100% Owned,Elite Ventures Corp
Synergy Logistics Co Ltd,Shareholder,Institutional,Sigma Digital Pte Ltd
Elite Ventures Enterprises,Ownership,Indirect,Quantum Partners Pte Ltd
Pinnacle Manufacturing BV,Ownership,Minor,Sigma Finance Sdn Bhd
Global Tech PLC,Investor,Series C,Synergy Logistics Berhad
Omega Digital Corp,Subsidiary,60% Owned,Gamma Ventures Ltd
Synergy Energy Limited,Investor,Private Equity,Pinnacle Properties PLC
Elite Investments Corp,Ownership,Controlling,Summit Capital Co.
Prime Media Berhad,Ownership,Significant,Quantum Ventures Pt
Vantage Infra International,Ownership,Significant,Catalyst Digital Inc (SG)
Pacific Ecommerce SARL,Ownership,Controlling,Global Energy GmbH
Horizon Investments Limited,Ownership,Direct,Elite Group Pt (KY)
Quantum Assets Pt,Ownership,Controlling,Pacific Solutions Pt
Synergy Health Berhad,Ownership,Minor,Omega Infra Inc (BVI)
Catalyst Capital International,Ownership,Direct,Prime Ventures BV (ID)
Vertex Ventures GmbH,Investor,Venture Capital,Synergy Capital Pt (ID)
Fusion Capital LLC,Ownership,Major,Gamma Manufacturing BV
Pinnacle Systems Enterprises,Ownership,Significant,Victory Tech Pte Ltd
Global Logistics GmbH,Subsidiary,90% Owned,Sigma Group BV
Prime Ventures Co Ltd,Ownership,Indirect,Vantage Digital Corp (SG)
Gamma Digital GmbH,Investor,Venture Capital,Pinnacle Energy Pte Ltd
Crest Media LLC,Ownership,Significant,Delta Holdings Co Ltd
Prime Digital Enterprises,Shareholder,Institutional,Asia Systems Sdn Bhd
Synergy Infra BV,Subsidiary,90% Owned,Orion Digital Inc
Elite Energy BV,Ownership,Indirect,Vertex Systems Co Ltd (HK)
Prime Partners International,Subsidiary,90% Owned,Atlas Manufacturing SARL
Synergy Digital Enterprises,Subsidiary,60% Owned,Horizon Capital SARL
Vantage Systems Pt,Ownership,Major,Synergy Ecommerce Corp
Asia Logistics Sdn Bhd,Subsidiary,100% Owned,Catalyst Partners Enterprises
Beta Solutions GmbH,Subsidiary,60% Owned,Pacific Ecommerce LLC
Titan Partners PLC,Subsidiary,60% Owned,Delta Ventures Corp (BVI)
Prime Infra Corp,Subsidiary,75% Owned,Sigma Partners LLC
Crest Tech Limited,Subsidiary,85% Owned,Crest Tech Co Ltd
Prime Energy BV,Ownership,Minor,Delta Holdings PLC (MY)
Omega Media Pte Ltd,Subsidiary,75% Owned,Beta Partners SARL
Omega Group BV,Ownership,Minor,Vertex Logistics Inc
Pacific Manufacturing Pt,Ownership,Direct,Delta Logistics Berhad
Elite Logistics GmbH,Ownership,Major,Atlas Solutions Co Ltd (BVI)
Victory Holdings Ltd,Director,Independent Director,Omega Ecommerce Limited
Victory Resources SARL,Ownership,Significant,Orion Manufacturing Enterprises
Nova Systems Ltd,Subsidiary,100% Owned,Beta Manufacturing Sdn Bhd (HK)
Fusion Capital Pt,Director,CTO,Fusion Properties Limited
Crest Capital Sdn Bhd,Ownership,Minor,Elite Finance BV
Nova Media SARL,Subsidiary,60% Owned,Fusion Ecommerce PLC
Omega Tech LLC,Subsidiary,100% Owned,Orion Logistics Co Ltd
Pacific Solutions PLC,Shareholder,Institutional,Nexus Finance PLC
Alpha Assets Enterprises,Ownership,Significant,Vantage Systems International (HK)
Nova Investments GmbH,Ownership,Minor,Beta Digital Pt
Orion Assets Enterprises,Ownership,Indirect,Gamma Health SARL
Alpha Tech Ltd,Subsidiary,75% Owned,Omega Energy Ltd (BVI)
Asia Solutions Sdn Bhd,Ownership,Major,Stellar Ventures Sdn Bhd (TH)
Vertex Capital Berhad,Investor,Series A,Titan Digital Sdn Bhd
Vantage Capital Pt,Subsidiary,51% Owned,Stellar Investments LLC
Global Infra International,Shareholder,Institutional,Orion Finance Sdn Bhd
Pinnacle Ecommerce Enterprises,Ownership,Significant,Horizon Digital Pte Ltd (HK)
Nexus Group GmbH,Shareholder,Minor,Atlas Tech Enterprises
Delta Capital International,Ownership,Controlling,Orion Pay Sdn Bhd
Crest Systems Co Ltd,Ownership,Minor,Horizon Group GmbH (BVI)
Orion Finance SARL,Director,CEO,Orion Capital Enterprises
Nova Tech Sdn Bhd,Ownership,Significant,Nova Health Ltd
Vantage Capital Sdn Bhd,Subsidiary,75% Owned,Elite Digital Co Ltd
Fusion Group Sdn Bhd,Investor,Private Equity,Prime Media PLC
Catalyst Partners Pte Ltd,Subsidiary,90% Owned,Vertex Group LLC (BVI)
Global Properties Sdn Bhd,Ownership,Major,Vantage Investments LLC
Synergy Media Inc,Investor,Private Equity,Sigma Solutions SARL (BVI)
Horizon Solutions Limited,Ownership,Significant,Elite Finance Co. (BVI)
Fusion Pay BV,Ownership,Major,Fusion Health Corp
Atlas Digital Limited,Ownership,Significant,Crest Investments PLC (KY)
Pinnacle Health International,Ownership,Major,Asia Pay Corp
Catalyst Ventures Corp,Ownership,Controlling,Vertex Partners Limited
Prime Ecommerce Co Ltd,Ownership,Significant,Atlas Media Co Ltd
Atlas Holdings Enterprises,Subsidiary,51% Owned,Global Infra Inc
Pinnacle Holdings SARL,Ownership,Major,Global Pay Enterprises
Nova Media Limited,Ownership,Significant,Gamma Resources SARL (ID)
Sigma Tech International,Director,CEO,Zenith Ventures Co. (HK)
Asia Solutions International,Ownership,Significant,Pinnacle Ecommerce Ltd
Synergy Ventures Berhad,Shareholder,Major,Delta Pay LLC
Pacific Resources PLC,Ownership,Indirect,Beta Finance LLC
Horizon Holdings Co.,Ownership,Minor,Titan Partners Sdn Bhd
Quantum Tech International,Ownership,Minor,Pinnacle Logistics BV
Pinnacle Logistics BV,Subsidiary,85% Owned,Pacific Capital International (ID)
Orion Resources Pt,Ownership,Major,Asia Digital Pt
Orion Tech GmbH,Ownership,Minor,Prime Resources Inc (TH)
Beta Partners Corp,Ownership,Indirect,Beta Ecommerce GmbH (BVI)
Pinnacle Health Enterprises,Ownership,Indirect,Summit Systems LLC
Nexus Partners Limited,Subsidiary,90% Owned,Orion Systems Co.
Atlas Partners LLC,Ownership,Minor,Atlas Finance PLC
Orion Investments Pte Ltd,Subsidiary,60% Owned,Horizon Systems BV
Sigma Digital GmbH,Director,Non-Executive,Zenith Resources PLC
Global Resources LLC,Ownership,Direct,Vertex Group Corp (SG)
Zenith Ecommerce Corp,Subsidiary,75% Owned,Quantum Infra LLC (ID)
Vertex Health Co.,Ownership,Indirect,Crest Pay Ltd (BVI)
Alpha Digital Limited,Ownership,Indirect,Gamma Properties Limited (KY)
Omega Finance PLC,Subsidiary,75% Owned,Sigma Properties Limited
Nexus Media LLC,Subsidiary,85% Owned,Crest Investments LLC
Pacific Logistics Co.,Ownership,Significant,Prime Energy Ltd
Nova Logistics GmbH,Shareholder,Major,Summit Infra Sdn Bhd
Synergy Pay LLC,Ownership,Direct,Omega Solutions International (HK)
Summit Partners LLC,Subsidiary,51% Owned,Prime Assets Sdn Bhd (TH)
Prime Tech Pt,Ownership,Direct,Catalyst Holdings Limited
Nova Systems SARL,Subsidiary,85% Owned,Beta Resources Berhad
Nexus Group LLC,Subsidiary,100% Owned,Elite Health Enterprises (ID)
Horizon Health LLC,Shareholder,Major,Asia Resources Co. (MY)
Zenith Resources GmbH,Ownership,Major,Sigma Tech SARL (MY)
Nexus Infra Inc,Ownership,Minor,Victory Systems BV
Crest Finance Enterprises,Ownership,Minor,Quantum Resources Pt (TH)
Crest Investments GmbH,Director,Chairman,Delta Pay Limited (HK)
Synergy Holdings SARL,Ownership,Direct,Gamma Partners LLC (ID)
Pinnacle Ventures Ltd,Ownership,Significant,Crest Properties SARL
Atlas Pay Limited,Subsidiary,90% Owned,Prime Manufacturing SARL
Fusion Pay Sdn Bhd,Subsidiary,90% Owned,Titan Ventures Enterprises
Zenith Logistics LLC,Ownership,Controlling,Synergy Systems International (ID)
Vertex Ecommerce Enterprises,Ownership,Major,Synergy Energy Pte Ltd
Pinnacle Group Sdn Bhd,Ownership,Controlling,Crest Infra Enterprises
Titan Capital International,Director,Independent Director,Global Manufacturing BV
Stellar Pay Pt,Shareholder,Institutional,Vantage Investments Co Ltd
Asia Pay Pte Ltd,Shareholder,Institutional,Quantum Assets Co Ltd
Prime Assets LLC,Ownership,Significant,Apex Logistics Pte Ltd (TH)
Pinnacle Finance Berhad,Subsidiary,100% Owned,Sigma Logistics LLC (KY)
Elite Resources GmbH,Ownership,Indirect,Summit Manufacturing International
Quantum Tech Pte Ltd,Subsidiary,60% Owned,Elite Energy Corp
Titan Energy Pte Ltd,Subsidiary,51% Owned,Asia Infra SARL
Nexus Systems Pt,Subsidiary,85% Owned,Catalyst Logistics Pte Ltd (MY)
Synergy Finance LLC,Ownership,Indirect,Nexus Capital Enterprises
Delta Systems BV,Subsidiary,100% Owned,Quantum Energy Enterprises (ID)
Stellar Health Pte Ltd,Ownership,Significant,Atlas Holdings Enterprises
Delta Pay Enterprises,Ownership,Significant,Quantum Finance GmbH
Beta Health Corp,Ownership,Indirect,Titan Assets Corp
Catalyst Investments Enterprises,Ownership,Minor,Global Systems GmbH
Crest Assets International,Director,Independent Director,Atlas Tech LLC
Pacific Ecommerce Ltd,Ownership,Major,Omega Investments PLC
Vantage Manufacturing International,Director,Managing Director,Fusion Tech Berhad
Summit Infra Ltd,Subsidiary,51% Owned,Atlas Partners Limited
Asia Investments Ltd,Subsidiary,100% Owned,Beta Assets GmbH
Apex Solutions Sdn Bhd,Ownership,Minor,Atlas Health Pt (TH)
Gamma Ecommerce Inc,Ownership,Significant,Orion Solutions Berhad (BVI)
Asia Ventures Sdn Bhd,Ownership,Controlling,Delta Solutions Pte Ltd
Crest Digital Enterprises,Ownership,Major,Titan Properties Ltd (SG)
Summit Group LLC,Ownership,Indirect,Catalyst Digital SARL (TH)
Victory Systems LLC,Subsidiary,60% Owned,Pacific Investments Limited
Titan Systems SARL,Shareholder,Major,Gamma Energy Ltd
Delta Partners Co Ltd,Shareholder,Minor,Titan Media Pt (BVI)
Asia Tech International,Ownership,Minor,Atlas Systems Sdn Bhd
Nexus Systems PLC,Ownership,Significant,Pacific Media LLC (KY)
Asia Partners Inc,Shareholder,Major,Nova Ecommerce Berhad
Delta Resources Pte Ltd,Subsidiary,100% Owned,Zenith Infra PLC
Vantage Assets BV,Ownership,Indirect,Alpha Infra Co.
Alpha Finance Co Ltd,Subsidiary,75% Owned,Global Digital Enterprises
Titan Systems Corp,Ownership,Indirect,Sigma Energy Inc (MY)
Stellar Solutions Inc,Subsidiary,60% Owned,Orion Resources Limited (TH)
Gamma Capital GmbH,Ownership,Indirect,Nexus Solutions Sdn Bhd (SG)
Pinnacle Holdings GmbH,Ownership,Major,Pinnacle Properties SARL
Pinnacle Finance Limited,Ownership,Minor,Catalyst Infra Ltd
Pinnacle Properties GmbH,Ownership,Significant,Fusion Systems Berhad
Quantum Assets Limited,Ownership,Minor,Nova Capital Sdn Bhd
Atlas Properties GmbH,Ownership,Indirect,Quantum Holdings Co. (TH)
Summit Digital LLC,Subsidiary,100% Owned,Alpha Finance Sdn Bhd
Orion Logistics Co.,Shareholder,Minor,Elite Infra Enterprises
Crest Systems International,Ownership,Direct,Beta Manufacturing SARL
Apex Assets GmbH,Subsidiary,75% Owned,Beta Manufacturing LLC
Elite Manufacturing Ltd,Ownership,Direct,Summit Group Sdn Bhd
Gamma Assets Ltd,Subsidiary,75% Owned,Quantum Solutions Co.
Apex Solutions Sdn Bhd,Ownership,Minor,Nexus Health Berhad
Apex Infra Co.,Ownership,Indirect,Pinnacle Tech Inc
Pinnacle Resources Limited,Shareholder,Major,Zenith Pay LLC
Pacific Ecommerce LLC,Investor,Angel,Quantum Capital International
Delta Health Corp,Ownership,Minor,Synergy Pay Co Ltd
Quantum Assets Enterprises,Ownership,Major,Stellar Digital Inc
Quantum Investments Berhad,Ownership,Direct,Synergy Systems Co Ltd
Catalyst Logistics Enterprises,Director,Managing Director,Delta Group GmbH
Prime Investments Sdn Bhd,Subsidiary,75% Owned,Atlas Pay Berhad
Zenith Investments LLC,Subsidiary,60% Owned,Horizon Manufacturing Corp (TH)
Gamma Energy Inc,Subsidiary,100% Owned,Gamma Manufacturing Enterprises
Summit Properties SARL,Subsidiary,85% Owned,Apex Logistics Co.
Horizon Assets BV,Subsidiary,100% Owned,Atlas Pay International (SG)
Sigma Infra Pt,Shareholder,Major,Horizon Ventures Co Ltd
Catalyst Finance SARL,Shareholder,Minor,Fusion Assets Pte Ltd
Titan Tech Sdn Bhd,Ownership,Controlling,Apex Resources International
Orion Holdings Co.,Ownership,Minor,Orion Capital Ltd
Vertex Health BV,Subsidiary,100% Owned,Prime Solutions Co.
Dato' Rahman,Director,CFO,Alpha Capital Co.
Pacific Solutions LLC,Investor,Venture Capital,Zenith Ecommerce Co.
Pacific Digital Co Ltd,Subsidiary,85% Owned,Vertex Finance Sdn Bhd
Stellar Holdings BV,Ownership,Major,Zenith Digital BV (TH)
Titan Holdings Berhad,Subsidiary,100% Owned,Victory Solutions GmbH
Horizon Group PLC,Subsidiary,75% Owned,Prime Properties LLC
Atlas Pay GmbH,Ownership,Indirect,Synergy Properties Pt
Elite Health Pte Ltd,Shareholder,Major,Fusion Digital LLC
Beta Energy BV,Ownership,Indirect,Summit Manufacturing Corp
Vertex Investments LLC,Ownership,Controlling,Horizon Capital Co. (ID)
Atlas Tech GmbH,Investor,Series B,Fusion Manufacturing LLC (MY)
Dato' Rahman,Director,CFO,Victory Solutions Co.
Stellar Properties International,Subsidiary,85% Owned,Atlas Ecommerce Pte Ltd (TH)
Titan Assets SARL,Subsidiary,75% Owned,Synergy Ecommerce Inc
Prime Ventures Pt,Shareholder,Major,Horizon Investments BV
Atlas Group Limited,Ownership,Major,Vertex Finance PLC
Prime Assets Sdn Bhd,Subsidiary,90% Owned,Horizon Logistics Corp
Titan Finance Inc,Ownership,Direct,Fusion Pay Corp
Vantage Properties Berhad,Ownership,Major,Delta Manufacturing Co.
Vertex Ventures SARL,Ownership,Direct,Quantum Energy Berhad (TH)
Delta Finance Sdn Bhd,Subsidiary,100% Owned,Prime Infra Berhad
Pacific Manufacturing Enterprises,Ownership,Minor,Nexus Infra Inc
Fusion Capital BV,Shareholder,Major,Asia Capital Pte Ltd (MY)
Summit Group Sdn Bhd,Ownership,Minor,Horizon Manufacturing Pt
Stellar Partners Enterprises,Ownership,Major,Titan Ventures International
Summit Ecommerce International,Ownership,Indirect,Stellar Investments GmbH (SG)
Victory Ecommerce GmbH,Director,Non-Executive,Orion Ventures Sdn Bhd
Prime Ventures Co Ltd,Ownership,Indirect,Apex Ventures GmbH (SG)
Vantage Ecommerce Sdn Bhd,Subsidiary,75% Owned,Prime Logistics Berhad
Nexus Tech LLC,Subsidiary,90% Owned,Orion Systems SARL (ID)
Orion Logistics Co Ltd,Subsidiary,100% Owned,Global Group BV
Crest Systems Enterprises,Ownership,Indirect,Asia Digital Corp
Horizon Resources Limited,Ownership,Major,Gamma Finance Pte Ltd
Delta Finance Enterprises,Ownership,Direct,Crest Capital Ltd
Gamma Manufacturing Pte Ltd,Subsidiary,75% Owned,Asia Tech Co Ltd (MY)
Apex Pay Pte Ltd,Director,Managing Director,Nexus Properties Ltd
Vertex Investments GmbH,Ownership,Direct,Catalyst Resources Ltd
Beta Investments Pt,Ownership,Direct,Stellar Finance Limited
Atlas Logistics Enterprises,Ownership,Indirect,Fusion Assets Pt (KY)
Fusion Health BV,Subsidiary,75% Owned,Gamma Finance Enterprises
Vantage Finance Sdn Bhd,Ownership,Direct,Synergy Resources Corp
Stellar Investments Inc,Director,CEO,Apex Tech Inc
Crest Holdings Ltd,Ownership,Indirect,Vertex Group LLC
Pinnacle Media Co Ltd,Subsidiary,90% Owned,Global Ventures LLC
Vantage Solutions GmbH,Ownership,Major,Apex Assets Sdn Bhd (HK)
Apex Solutions SARL,Ownership,Controlling,Alpha Energy Co Ltd (BVI)
Crest Tech Pt,Ownership,Minor,Summit Ventures International
Quantum Assets SARL,Subsidiary,90% Owned,Synergy Partners Limited (HK)
Asia Holdings SARL,Ownership,Direct,Vertex Group Co Ltd (SG)
Stellar Resources Inc,Ownership,Minor,Stellar Ventures Inc (BVI)
Titan Assets SARL,Subsidiary,90% Owned,Victory Media Corp (ID)
Summit Ventures GmbH,Subsidiary,100% Owned,Crest Capital Berhad
Global Logistics Co.,Director,Non-Executive,Stellar Infra Co.
Sigma Properties LLC,Ownership,Significant,Atlas Resources SARL
Orion Solutions PLC,Ownership,Controlling,Stellar Media Pte Ltd
Asia Solutions LLC,Ownership,Controlling,Quantum Solutions Berhad
Beta Manufacturing International,Director,CEO,Vertex Investments Pt (TH)
Asia Media Pt,Ownership,Direct,Atlas Finance BV (HK)
Summit Energy Pte Ltd,Subsidiary,75% Owned,Alpha Media Co Ltd
Vantage Digital BV,Ownership,Controlling,Crest Logistics Corp
Titan Pay International,Ownership,Minor,Pacific Health Enterprises
Pacific Tech International,Ownership,Indirect,Gamma Resources PLC (KY)
Delta Manufacturing Pte Ltd,Ownership,Controlling,Nova Assets Pt (KY)
Vertex Investments Co.,Subsidiary,60% Owned,Elite Resources Sdn Bhd (MY)
Victory Resources Inc,Ownership,Major,Apex Media LLC
Synergy Assets Berhad,Ownership,Minor,Apex Digital Pt
Nova Finance Pte Ltd,Subsidiary,60% Owned,Gamma Solutions Co Ltd
Beta Resources LLC,Ownership,Minor,Pacific Properties Pt
Crest Infra Pt,Ownership,Significant,Titan Manufacturing BV (MY)
Vantage Media Co Ltd,Ownership,Minor,Fusion Resources Sdn Bhd
Victory Health Sdn Bhd,Subsidiary,85% Owned,Atlas Infra Pte Ltd (ID)
Vertex Group LLC,Ownership,Major,Horizon Infra Enterprises
Zenith Manufacturing Enterprises,Ownership,Direct,Victory Capital GmbH
Atlas Resources PLC,Ownership,Direct,Omega Holdings PLC (TH)
Summit Capital Enterprises,Ownership,Direct,Horizon Pay PLC (KY)
Nexus Tech Co Ltd,Subsidiary,85% Owned,Crest Manufacturing Sdn Bhd (KY)
Elite Finance Pte Ltd,Ownership,Indirect,Nexus Holdings Corp (SG)
Zenith Partners Co Ltd,Investor,Private Equity,Crest Pay Sdn Bhd
Synergy Partners Inc,Subsidiary,60% Owned,Vantage Holdings Pte Ltd
Atlas Ventures Inc,Ownership,Major,Orion Digital Co Ltd
Orion Assets International,Ownership,Indirect,Horizon Manufacturing Pt (TH)
Vantage Ventures Corp,Ownership,Major,Prime Tech Pt
Prime Solutions BV,Shareholder,Minor,Asia Capital Pt
Crest Digital SARL,Ownership,Controlling,Beta Partners Co Ltd (SG)
Pinnacle Ventures Co Ltd,Director,Non-Executive,Delta Partners Corp (KY)
Global Finance Co.,Ownership,Major,Apex Tech Limited (TH)
Crest Manufacturing Co.,Director,CEO,Nexus Pay GmbH
Zenith Resources BV,Subsidiary,75% Owned,Elite Digital BV
Fusion Pay Sdn Bhd,Investor,Series C,Elite Pay LLC
Elite Group Co Ltd,Director,CTO,Sigma Ventures International
Omega Resources GmbH,Ownership,Indirect,Pinnacle Group Enterprises (KY)
Zenith Pay Corp,Ownership,Significant,Orion Holdings Co.
Synergy Systems Sdn Bhd,Subsidiary,85% Owned,Synergy Holdings Corp (KY)
Atlas Solutions Pt,Subsidiary,100% Owned,Elite Health Corp (MY)
Titan Holdings Enterprises,Director,Independent Director,Pacific Assets Corp
Horizon Energy Pte Ltd,Subsidiary,100% Owned,Pacific Solutions PLC
Omega Tech Sdn Bhd,Investor,Angel,Atlas Solutions Co Ltd (ID)
Mr. Singh,Director,Executive Director,Fusion Investments GmbH (SG)
Sigma Health Limited,Ownership,Direct,Stellar Tech SARL (KY)
Atlas Logistics BV,Ownership,Indirect,Prime Tech Co.
